dataset,family,outcome,set,predictor,beta,se,ci_lo,ci_hi,beta_std,p_raw,r2,n,p_adj,sig_raw,sig_adj
full,CognitiveComplexity,cause_Q1,crt2_plus_core3,seen_count,0.07793886038861754,0.027674414273130145,0.023697008413282455,0.13218071236395262,0.18496747031807648,0.004858351762953669,0.03459527144461594,237,0.042079617181973714,True,True
full,CognitiveComplexity,cause_Q1,crt2_plus_core4,crt2_plus_core4_total,-0.0831518097759196,0.05214599612727312,-0.18535796218537492,0.019054342633535726,-0.09880313758688106,0.11080255216224315,0.039284770412222336,237,0.38707525659943054,False,False
full,CognitiveComplexity,cause_Q1,crt2_plus_core4,seen_count,0.08103991470024421,0.02767669052716102,0.026793601267008617,0.13528622813347982,0.1923270104560834,0.003410483773861265,0.039284770412222336,237,0.04092580528633518,True,True
full,CognitiveComplexity,cause_Q2,crt2_total,crt2_total,-0.015289861757310674,0.09595278606531832,-0.20335732244533458,0.17277759893071323,-0.010611240927908067,0.873394892486077,0.012202816211378753,240,0.8733948924860769,False,False
full,CognitiveComplexity,cause_Q2,crt2_total,seen_count,0.04682898744389098,0.027481336890580653,-0.007034432861647094,0.10069240774942906,0.11014860195549174,0.08837572104146912,0.012202816211378753,240,0.2121017304995259,False,False
full,CognitiveComplexity,cause_Q2,bcrt_core3,bcrt_core3_total,0.15261990174447315,0.09987928308097366,-0.04314349309423521,0.3483832965831815,0.10263187475320575,0.12650170703446972,0.022154231434164173,240,0.5655734319364099,False,False
full,CognitiveComplexity,cause_Q2,bcrt_core3,seen_count,0.03753669631503619,0.028933920222182854,-0.019173787320442198,0.09424717995051458,0.08829177923360099,0.19451940666580092,0.022154231434164173,240,0.40769335924197403,False,False
full,CognitiveComplexity,cause_Q2,bcrt_core4,bcrt_core4_total,0.1131970627180135,0.08191087101125992,-0.047348244464055944,0.27374236990008294,0.08992622432567643,0.16698579993872908,0.019710406807729064,240,0.5009573998161873,False,False
full,CognitiveComplexity,cause_Q2,bcrt_core4,seen_count,0.03756373213240419,0.029549729477767333,-0.020353737644019786,0.09548120190882817,0.08835537141546007,0.2036561101553962,0.019710406807729064,240,0.4110306899436966,False,False
full,CognitiveComplexity,cause_Q2,crt2_plus_core3,crt2_plus_core3_total,0.05284318045695674,0.06413919309802787,-0.0728696380151779,0.17855599892909138,0.05623382993380371,0.41000613260650853,0.015185788503965902,240,0.8200122652130171,False,False
full,CognitiveComplexity,cause_Q2,crt2_plus_core3,seen_count,0.04327455950711083,0.028287267667522525,-0.012168485121233315,0.09871760413545497,0.10178806952978046,0.12606013706377414,0.015185788503965902,240,0.2521202741275483,False,False
